frac,rmse_mean,rmse_std
0.1,2.3067569540056354,0.015130875950382004
0.25,2.2117798958568873,0.04652807457087023
0.5,2.1448619428531996,0.02210766763630009
0.75,2.131834443160162,0.023121601173632603
1.0,2.115166918653607,0.029656878625771734
